Origin,Destination,Travel_Time_Min,Transfers,Target_Flow_Baseline,Predicted_Flow
ADM,AIR,8.6,1,0.010850694444444444,0.010608079
ADM,AUS,5.42,1,0.0242621868964781,0.024380168
ADM,AWE,9.799999999999999,1,0.008573388203017835,0.008799443
ADM,CAB,0.14,0,0.7694675284702984,0.761559
ADM,CEN,0.07,0,0.8734387282732116,0.87337005
ADM,CHH,3.67,1,0.045852839895638944,0.045918293
ADM,CHW,0.95,0,0.26298487836949375,0.26027578
ADM,CIO,7.52,1,0.013775926293283962,0.013754786
ADM,CKT,3.52,1,0.04894666771086226,0.049279474
ADM,CSW,1.1,0,0.22675736961451246,0.2231926
ADM,DIH,3.58,1,0.04767262256631261,0.047562882
ADM,DIS,9.68,2,0.008767130973923046,0.008799443
ADM,ETS,3.42,1,0.051186503142851295,0.05117125
ADM,EXC,0.07,0,0.8734387282732116,0.87337005
ADM,FAN,1.02,0,0.2450740123517302,0.24166647
ADM,FOH,0.29000000000000004,0,0.6009254251547382,0.59157366
ADM,FOT,0.58,0,0.40057683063611593,0.393596
ADM,HAH,4.08,1,0.038750077500155,0.038806163
ADM,HEO,8.12,1,0.012022930132348416,0.012132986
ADM,HFC,0.8899999999999999,0,0.27994736989445984,0.2798279
ADM,HIK,5.38,1,0.02456736863827989,0.02468423
ADM,HKU,0.31,0,0.5827166249053085,0.59157366
ADM,HOK,5.07,1,0.027140798319441765,0.027135413
ADM,HOM,3.2600000000000002,1,0.05510370517313585,0.054687966
ADM,HUH,0.14,0,0.7694675284702984,0.761559
ADM,JOR,0.18,0,0.7181844297615628,0.71147573
ADM,KAT,5.319999999999999,1,0.025036051914757256,0.02513171
ADM,KET,0.37,0,0.5327934359848686,0.54113084
ADM,KOB,3.78,1,0.04376674077834773,0.043285854
ADM,KOT,0.29000000000000004,0,0.6009254251547382,0.59157366
ADM,KOW,5.22,1,0.02584754086496211,0.025768032
ADM,KSR,4.37,1,0.03467779130211639,0.034852
ADM,KWF,1.5100000000000002,0,0.1587276392438215,0.14009075
ADM,KWH,1.5800000000000003,0,0.15023135628868456,0.14009075
ADM,KWT,4.04,1,0.03936759889140841,0.03927522
ADM,LAK,1.3900000000000001,0,0.17506696311339087,0.17804612
ADM,LAT,4.14,1,0.03785068661145514,0.037800595
ADM,LCK,1.1700000000000002,0,0.21236382169933532,0.20177197
ADM,LET,1.87,0,0.12140489747356407,0.14009075
ADM,LHP,3.93,1,0.04114396685442031,0.04133319
ADM,LMC,1.1500000000000001,0,0.21633315305570572,0.2231926
ADM,LOF,3.39,1,0.051888481276041516,0.052082922
ADM,LOP,4.79,1,0.029829286990553067,0.029734116
ADM,LOW,1.1700000000000002,0,0.21236382169933532,0.20177197
ADM,MEF,1.2700000000000002,0,0.19406547769217325,0.20177197
ADM,MKK,0.22000000000000003,0,0.6718624025799517,0.68176067
ADM,MOK,0.63,0,0.3763784862057285,0.3743699
ADM,MOS,9.16,1,0.00968751937503875,0.009730716
ADM,NAC,4.9,1,0.02872737719046251,0.02864047
ADM,NOP,0.38,0,0.5250997689561018,0.51553994
ADM,NTK,3.8899999999999997,1,0.0418198318006365,0.041395668
ADM,OCP,0.26,0,0.6298815822625345,0.64147717
ADM,OLY,5.08,1,0.027051592797783932,0.027135413
ADM,POA,4.2,1,0.036982248520710054,0.037098996
ADM,PRE,0.86,0,0.2890507573129842,0.2978037
ADM,QUB,0.48,0,0.4565376186997809,0.44978437
ADM,SHM,7.59,1,0.013552320767169774,0.013516554
ADM,SHS,1.1,0,0.22675736961451246,0.2231926
ADM,SHT,0.49,0,0.4504301608035674,0.44978437
ADM,SHW,0.17,0,0.7305135510263716,0.7368085
ADM,SIH,5.25,1,0.0256,0.025768032
ADM,SKM,3.39,1,0.051888481276041516,0.052082922
ADM,SKW,0.7699999999999999,0,0.3191930798940279,0.3160256
ADM,SOH,1.9800000000000002,0,0.11260754020089181,0.14009075
ADM,SSP,1.01,0,0.24751862577658976,0.24166647
ADM,STW,5.52,1,0.02352365538785803,0.023443304
ADM,SUN,4.680000000000001,1,0.030995834159888904,0.030614264
ADM,SUW,5.3,1,0.025195263290501386,0.02513171
ADM,SWH,0.6799999999999999,0,0.3543083900226758,0.35610315
ADM,SYP,0.25,0,0.64,0.64147717
ADM,TAK,0.58,0,0.40057683063611593,0.393596
ADM,TAP,0.73,0,0.33412409368839585,0.33367243
ADM,TAW,0.38,0,0.5250997689561018,0.51553994
ADM,TIH,0.22000000000000003,0,0.6718624025799517,0.68176067
ADM,TIK,3.74,1,0.04450853673734622,0.0444596
ADM,TIS,4.81,1,0.029624275316165082,0.029734116
ADM,TKO,3.8800000000000003,1,0.041991400161246965,0.04250025
ADM,TKW,5.26,1,0.025518276189406854,0.025384651
ADM,TSH,7.609999999999999,1,0.013489433052618233,0.013516554
ADM,TST,0.1,0,0.8264462809917354,0.83401775
ADM,TSW,1.7700000000000005,0,0.13032881961188073,0.14009075
ADM,TSY,4.590000000000001,1,0.03200194571829967,0.03172672
ADM,TUC,4.760000000000001,1,0.030140817901234563,0.029882992
ADM,TUM,7.25,1,0.014692378328741965,0.014847696
ADM,TWH,1.6800000000000004,0,0.13922922699933163,0.14009075
ADM,TWO,0.9299999999999999,0,0.26846358291497757,0.26027578
ADM,TWW,4.3100000000000005,1,0.03546589776600309,0.035660736
ADM,UNI,0.6599999999999999,0,0.36289737262302224,0.35610315
ADM,WAC,0.06,0,0.8899964400142398,0.9185788
ADM,WCH,0.92,0,0.2712673611111111,0.2798279
ADM,WHA,3.48,1,0.04982461734693877,0.04978171
ADM,WKS,11.16,1,0.006762898199445983,0.0067645772
ADM,WTS,3.49,1,0.049602928556901994,0.04959076
ADM,YAT,3.58,1,0.04767262256631261,0.047562882
ADM,YMT,0.36,0,0.5406574394463669,0.54113084
ADM,YUL,4.45,1,0.0336671997306624,0.03353501
AIR,ADM,9.77,2,0.008621217333129873,0.008799443
AIR,AUS,11.219999999999999,2,0.006696649800038039,0.0067645772
AIR,AWE,1.2,0,0.20661157024793386,0.20177197
AIR,CAB,11.0,1,0.006944444444444444,0.0069366577
AIR,CEN,10.01,2,0.008249456979494325,0.008278327
AIR,CHH,12.79,3,0.005258616111032524,0.0053965542
AIR,CHW,11.809999999999999,1,0.0060939900460766595,0.006108572
AIR,CIO,20.29,4,0.0022062192880486233,0.0023778488
AIR,CKT,16.29,4,0.003345106994919786,0.003410215
AIR,CSW,9.0,2,0.01,0.009746836
AIR,DIH,12.7,3,0.005327934359848688,0.0053965542
AIR,DIS,10.35,2,0.007762619107686934,0.00793572
AIR,ETS,13.219999999999999,2,0.004945392970816248,0.004940846
AIR,EXC,12.84,3,0.005220688963881185,0.0051932484
AIR,FAN,13.79,3,0.004571551872713368,0.004659869
AIR,FOH,11.15,1,0.006774035123372115,0.0067645772
AIR,FOT,13.35,3,0.004856195898942563,0.004940846
AIR,HAH,14.94,2,0.003935712497776323,0.003980321
AIR,HEO,20.89,4,0.002086932857735248,0.0023778488
AIR,HFC,11.749999999999998,1,0.006151480199923108,0.0061431127
AIR,HIK,15.75,4,0.0035642682111828917,0.003410215
AIR,HKU,11.0,1,0.006944444444444444,0.0069366577
AIR,HOK,5.76,0,0.021882987290360985,0.021582842
AIR,HOM,12.48,3,0.005503262333911542,0.00542399
AIR,HUH,12.91,3,0.005168276498658057,0.0051932484
AIR,JOR,9.52,2,0.009035839754803453,0.008799443
AIR,KAT,15.479999999999997,2,0.0036820152700537297,0.0037850025
AIR,KET,11.06,1,0.006875517382683047,0.0069366577
AIR,KOB,12.899999999999999,3,0.005175715542673776,0.0051932484
AIR,KOT,12.41,3,0.005560866182760091,0.0056609036
AIR,KOW,3.76,0,0.04413530117929525,0.044438694
AIR,KSR,11.319999999999999,2,0.00658837915331422,0.0066733477
AIR,KWF,8.83,2,0.010348870782964517,0.010340504
AIR,KWH,8.9,2,0.010203040506070809,0.010317262
AIR,KWT,13.159999999999998,3,0.004987391873344187,0.0049942126
AIR,LAK,5.71,1,0.022210327358014932,0.022237107
AIR,LAT,13.259999999999998,3,0.004917687742564949,0.004940846
AIR,LCK,8.89,2,0.010223683981838646,0.010317262
AIR,LET,14.639999999999999,3,0.0040881469901426605,0.0041328445
AIR,LHP,14.790000000000001,2,0.00401084371707348,0.003980321
AIR,LMC,13.92,3,0.004492233826161332,0.0043425094
AIR,LOF,12.51,3,0.0054788486309179105,0.00542399
AIR,LOP,11.739999999999998,2,0.00616114094472471,0.0061431127
AIR,LOW,13.94,3,0.004480214476827435,0.0043425094
AIR,MEF,8.8,2,0.010412328196584754,0.010457551
AIR,MKK,12.99,3,0.005109337262754311,0.0051180962
AIR,MOK,9.35,2,0.009335107003664031,0.009390878
AIR,MOS,21.93,4,0.0019019184461174141,0.0023778488
AIR,NAC,6.22,1,0.019183400986794146,0.019097421
AIR,NOP,11.24,1,0.0066747832030415654,0.0066733477
AIR,NTK,13.009999999999998,3,0.005094759988404328,0.0051180962
AIR,OCP,13.03,3,0.005080245010056345,0.0051180962
AIR,OLY,6.3999999999999995,1,0.018261504747991236,0.018102977
AIR,POA,15.059999999999999,2,0.003877117099792342,0.003980321
AIR,PRE,9.24,2,0.0095367431640625,0.009615731
AIR,QUB,11.34,1,0.006567040287478756,0.0064741173
AIR,SHM,20.36,4,0.0021917827434807615,0.0023778488
AIR,SHS,13.87,3,0.004522494662325675,0.004659869
AIR,SHT,13.26,3,0.0049176877425649475,0.004940846
AIR,SHW,10.86,1,0.007109361892114013,0.0072928914
AIR,SIH,12.199999999999998,2,0.005739210284664832,0.0058388477
AIR,SKM,12.34,3,0.005619379215939257,0.0056609036
AIR,SKW,11.629999999999999,1,0.006268928245220413,0.0061431127
AIR,SOH,14.749999999999998,3,0.004031242126480223,0.003980321
AIR,SSP,9.09,2,0.009822401164543882,0.009746836
AIR,STW,18.29,4,0.002687419998865909,0.0023778488
AIR,SUN,5.35,1,0.0248000496000992,0.02468423
AIR,SUW,15.459999999999997,2,0.0036909684953693126,0.0037850025
AIR,SWH,11.54,1,0.006359235772481807,0.006456633
AIR,SYP,10.94,1,0.007014413216276807,0.0069366577
AIR,TAK,11.44,1,0.006461885216240528,0.0064741173
AIR,TAP,13.5,3,0.0047562425683709865,0.004745503
AIR,TAW,13.15,3,0.0049944436814044375,0.0049942126
AIR,TIH,11.08,1,0.006852769615367747,0.006794795
AIR,TIK,13.459999999999997,3,0.004782592892301749,0.004745503
AIR,TIS,11.759999999999998,2,0.006141842159569975,0.0061431127
AIR,TKO,14.74,2,0.004036366043505568,0.0041328445
AIR,TKW,15.419999999999998,2,0.003708973193025351,0.0037850025
AIR,TSH,20.38,4,0.0021876840389197746,0.0023778488
AIR,TST,9.67,2,0.00878357190978569,0.008799443
AIR,TSW,9.09,2,0.009822401164543882,0.009746836
AIR,TSY,2.26,0,0.09409462155143213,0.09652109
AIR,TUC,5.43,1,0.02418677998979318,0.024380168
AIR,TUM,14.199999999999998,2,0.0043282548476454305,0.0043425094
AIR,TWH,9.0,2,0.01,0.009746836
AIR,TWO,13.7,3,0.0046277014207043365,0.004659869
AIR,TWW,11.259999999999998,2,0.006653023533074843,0.0066733477
AIR,UNI,13.43,3,0.004802499604994408,0.004745503
AIR,WAC,10.92,1,0.007037971262555741,0.0069366577
AIR,WCH,13.69,3,0.0046340040436319285,0.004659869
AIR,WHA,12.52,3,0.005470746822590246,0.00542399
AIR,WKS,23.93,4,0.0016089977729861823,0.0023778488
AIR,WTS,12.61,3,0.005398632310490461,0.0053965542
AIR,YAT,13.349999999999998,3,0.004856195898942565,0.004940846
AIR,YMT,9.42,2,0.009210104589947725,0.009390878
AIR,YUL,11.399999999999999,2,0.006503642039542145,0.0064741173
AUS,ADM,5.24,1,0.025682117028270873,0.025768032
AUS,AIR,9.59,2,0.008916780578538558,0.008799443
AUS,AWE,10.79,2,0.0071940324062383775,0.0072928914
AUS,CAB,8.38,2,0.011365651183618913,0.0111674415
AUS,CEN,8.21,1,0.011789102389533162,0.011757334
AUS,CHH,6.009999999999999,1,0.020349978937771806,0.020139303
AUS,CHW,9.19,2,0.00963056201070726,0.009615731
AUS,CIO,12.45,0,0.005527839582095328,0.00542399
AUS,CKT,8.45,0,0.011197894795778396,0.0111674415
AUS,CSW,7.2,1,0.0148720999405116,0.014847696
AUS,DIH,5.919999999999999,1,0.020882755855524748,0.020532377
AUS,DIS,10.58,2,0.007457321747638267,0.0074872146
AUS,ETS,2.0,0,0.1111111111111111,0.10829182
AUS,EXC,5.16,1,0.026353516613256873,0.026140802
AUS,FAN,5.960000000000001,1,0.02064341392522129,0.020532377
AUS,FOH,8.530000000000001,2,0.011010681462086367,0.011140741
AUS,FOT,5.5200000000000005,1,0.023523655387858028,0.023443304
AUS,HAH,10.02,2,0.008234491981251708,0.008278327
AUS,HEO,13.049999999999999,0,0.005065791973252619,0.0051180962
AUS,HFC,9.129999999999999,2,0.00974498352610535,0.009730716
AUS,HIK,6.31,0,0.018713940575753096,0.018697489
AUS,HKU,8.55,2,0.010964611715687616,0.011140741
AUS,HOK,7.319999999999999,1,0.014446190828402365,0.014370472
AUS,HOM,2.2,0,0.09765624999999999,0.09652109
AUS,HUH,2.08,0,0.10541406645302749,0.10829182
AUS,JOR,7.720000000000001,1,0.01315124989479,0.013175226
AUS,KAT,4.26,0,0.03614335901921381,0.036191136
AUS,KET,8.610000000000001,2,0.01082812410329597,0.010608079
AUS,KOB,6.119999999999999,1,0.01972604469132686,0.019807912
AUS,KOT,5.23,1,0.0257646298009167,0.025768032
AUS,KOW,5.319999999999999,1,0.025036051914757256,0.02513171
AUS,KSR,4.1,0,0.03844675124951942,0.03852999
AUS,KWF,7.24,1,0.014728061080214912,0.014847696
AUS,KWH,7.3100000000000005,1,0.01448097995687564,0.014370472
AUS,KWT,6.38,1,0.01836061721050815,0.018102977
AUS,LAK,5.29,1,0.02527543909756572,0.025384651
AUS,LAT,6.4799999999999995,1,0.017872973204838574,0.01802378
AUS,LCK,7.09,1,0.015279282362665991,0.015216408
AUS,LET,10.11,2,0.008101620243032405,0.008274006
AUS,LHP,9.870000000000001,2,0.008463322920625032,0.008278327
AUS,LMC,6.090000000000001,1,0.019893331954062312,0.019807912
AUS,LOF,5.7299999999999995,1,0.022078515617238025,0.022237107
AUS,LOP,4.52,0,0.03281873555975636,0.032491654
AUS,LOW,6.110000000000001,1,0.01978157188326498,0.019807912
AUS,MEF,4.0,0,0.04,0.04005827
AUS,MKK,5.16,1,0.026353516613256873,0.026140802
AUS,MOK,5.37,1,0.024644563778898832,0.02468423
AUS,MOS,14.09,0,0.004391587299705193,0.0043425094
AUS,NAC,2.0,0,0.1111111111111111,0.10829182
AUS,NOP,8.620000000000001,2,0.010805624111237413,0.010608079
AUS,NTK,6.2299999999999995,1,0.01913037156920699,0.019097421
AUS,OCP,8.5,2,0.0110803324099723,0.011140741
AUS,OLY,5.18,1,0.026183219698159843,0.026140802
AUS,POA,10.139999999999999,2,0.008058043700382598,0.008274006
AUS,PRE,5.46,1,0.023962656595960856,0.023981387
AUS,QUB,8.72,2,0.010584429880268928,0.0105825905
AUS,SHM,12.52,0,0.005470746822590246,0.00542399
AUS,SHS,6.040000000000001,1,0.020176911157024788,0.020139303
AUS,SHT,5.430000000000001,1,0.024186779989793173,0.024380168
AUS,SHW,8.41,2,0.01129329708937854,0.0111674415
AUS,SIH,4.9799999999999995,0,0.02796389302133086,0.027540306
AUS,SKM,5.56,1,0.02323765615704938,0.022973754
AUS,SKW,9.01,2,0.00998002996004994,0.009746836
AUS,SOH,10.219999999999999,2,0.007943543646594923,0.00793572
AUS,SSP,7.29,1,0.014550936279994937,0.014370472
AUS,STW,10.45,0,0.0076276196106100196,0.0074872146
AUS,SUN,5.58,1,0.02309660849400874,0.022973754
AUS,SUW,4.24,0,0.03641978905658178,0.03658234
AUS,SWH,8.92,2,0.0101619406867846,0.010317262
AUS,SYP,8.49,2,0.011103696309464457,0.011140741
AUS,TAK,8.82,2,0.010369958644604925,0.010340504
AUS,TAP,5.670000000000001,1,0.022477516863757024,0.022509739
AUS,TAW,5.32,1,0.025036051914757246,0.02513171
AUS,TIH,8.46,2,0.011174233112381495,0.0111674415
AUS,TIK,6.68,1,0.016954210069444444,0.01683691
AUS,TIS,4.539999999999999,0,0.0325822049029702,0.032491654
AUS,TKO,9.82,2,0.008541722899675756,0.008799443
AUS,TKW,4.2,0,0.036982248520710054,0.037098996
AUS,TSH,12.54,0,0.005454597025280967,0.00542399
AUS,TST,7.870000000000001,1,0.012710211002212845,0.01270016
AUS,TSW,7.5,1,0.01384083044982699,0.013754786
AUS,TSY,5.49,1,0.023741634041704554,0.023981387
AUS,TUC,5.66,1,0.022545067590112634,0.022509739
AUS,TUM,6.9799999999999995,0,0.015703418948373443,0.015615726
AUS,TWH,7.41,1,0.014138652105740153,0.014178564
AUS,TWO,5.870000000000001,1,0.021187832251694492,0.021310866
AUS,TWW,4.04,0,0.03936759889140841,0.039254315
AUS,UNI,5.6000000000000005,1,0.022956841138659315,0.022760779
AUS,WAC,8.3,2,0.011562030292519366,0.011646236
AUS,WCH,9.16,2,0.00968751937503875,0.009730716
AUS,WHA,5.24,1,0.025682117028270873,0.025768032
AUS,WKS,16.09,0,0.003423859024658975,0.003565471
AUS,WTS,5.829999999999999,1,0.02143673269894896,0.021310866
AUS,YAT,6.569999999999999,1,0.017450514702931165,0.01749946
AUS,YMT,5.2700000000000005,1,0.025436943089927222,0.025384651
AUS,YUL,4.18,0,0.03726837703671681,0.037133664
AWE,ADM,10.779999999999998,2,0.0072062515673597186,0.0072928914
AWE,AIR,1.01,0,0.24751862577658976,0.24166647
AWE,AUS,12.23,2,0.00571321163049918,0.0056609036
AWE,CAB,12.01,1,0.005908066933671905,0.0058388477
AWE,CEN,11.019999999999998,2,0.00692135403833323,0.0069366577
AWE,CHH,13.799999999999997,3,0.004565376186997811,0.004659869
AWE,CHW,12.819999999999999,1,0.005235810430153243,0.0051932484
AWE,CIO,21.299999999999997,4,0.002010899072975528,0.0023778488
AWE,CKT,17.299999999999997,4,0.002986055122577564,0.0031112258
AWE,CSW,10.009999999999998,2,0.008249456979494328,0.008278327
AWE,DIH,13.709999999999997,3,0.004621411647158919,0.004659869
AWE,DIS,11.36,2,0.006545804924539961,0.0064741173
AWE,ETS,14.23,2,0.004311220079593745,0.0043425094
AWE,EXC,13.849999999999998,3,0.0045346846693648055,0.004659869
AWE,FAN,14.799999999999997,3,0.004005768306361162,0.003980321
AWE,FOH,12.16,1,0.005774152123502185,0.0058388477
AWE,FOT,14.359999999999998,3,0.004238552517361112,0.0043425094
AWE,HAH,15.95,2,0.00348065192610576,0.003565471
AWE,HEO,21.9,4,0.0019069049026525049,0.0023778488
AWE,HFC,12.759999999999998,1,0.005281571119524068,0.0053965542
AWE,HIK,16.759999999999998,4,0.00317040012985959,0.0031112258
AWE,HKU,12.01,1,0.005908066933671905,0.0058388477
AWE,HOK,6.77,0,0.016563723127429694,0.016577544
AWE,HOM,13.489999999999998,3,0.004762809695746955,0.004745503
AWE,HUH,13.919999999999998,3,0.004492233826161333,0.0043425094
AWE,JOR,10.529999999999998,2,0.007522139537192846,0.0074872146
AWE,KAT,16.49,2,0.00326904110198068,0.0032664821
AWE,KET,12.07,1,0.005853947521702046,0.0058388477
AWE,KOB,13.909999999999997,3,0.004498261646786601,0.004659869
AWE,KOT,13.419999999999998,3,0.00480916280170283,0.004745503
AWE,KOW,4.77,0,0.03003643419467815,0.029882992
AWE,KSR,12.33,2,0.005627813555039172,0.0056609036
AWE,KWF,9.839999999999998,2,0.008510232703803055,0.008278327
AWE,KWH,9.909999999999998,2,0.00840137748985324,0.008278327
AWE,KWT,14.169999999999996,3,0.004345390778820046,0.0043425094
AWE,LAK,6.72,1,0.016778973932186098,0.01683691
AWE,LAT,14.269999999999996,3,0.0042886630478927885,0.0043425094
AWE,LCK,9.899999999999999,2,0.008416799932665602,0.008278327
AWE,LET,15.649999999999997,3,0.003607210814418022,0.003565471
AWE,LHP,15.8,2,0.003543083900226757,0.003565471
AWE,LMC,14.929999999999998,3,0.003940655307333679,0.003980321
AWE,LOF,13.519999999999998,3,0.00474314899559077,0.004745503
AWE,LOP,12.75,2,0.005289256198347108,0.0053965542
AWE,LOW,14.949999999999998,3,0.003930778982124784,0.003980321
AWE,MEF,9.809999999999999,2,0.008557533581901162,0.008799443
AWE,MKK,13.999999999999998,3,0.004444444444444445,0.0043425094
AWE,MOK,10.359999999999998,2,0.007748958539972231,0.0074872146
AWE,MOS,22.939999999999998,4,0.0017448243275970492,0.0023778488
AWE,NAC,7.2299999999999995,1,0.014763873981477244,0.014847696
AWE,NOP,12.25,1,0.005695977216091136,0.0056609036
AWE,NTK,14.019999999999996,3,0.004432616254226501,0.0043425094
AWE,OCP,14.039999999999997,3,0.0044208352195563615,0.0043425094
AWE,OLY,7.409999999999999,1,0.014138652105740153,0.014178564
AWE,POA,16.07,2,0.0034318868273544717,0.003565471
AWE,PRE,10.249999999999998,2,0.007901234567901236,0.00793572
AWE,QUB,12.35,1,0.0056109638233107495,0.0056609036
AWE,SHM,21.369999999999997,4,0.0019983337892864935,0.0023778488
AWE,SHS,14.879999999999997,3,0.003965509583843564,0.003980321
AWE,SHT,14.269999999999998,3,0.004288663047892788,0.0043425094
AWE,SHW,11.87,1,0.006037302074598113,0.006108572
AWE,SIH,13.209999999999999,2,0.0049523558604445935,0.0049942126
AWE,SKM,13.349999999999998,3,0.004856195898942565,0.004940846
AWE,SKW,12.639999999999999,1,0.005374910776481111,0.0053965542
AWE,SOH,15.759999999999996,3,0.0035600161767135076,0.003565471
AWE,SSP,10.099999999999998,2,0.008116224332440553,0.008274006
AWE,STW,19.299999999999997,4,0.0024266543716178514,0.0023778488
AWE,SUN,6.359999999999999,1,0.018460538752362952,0.018697489
AWE,SUW,16.47,2,0.0032765303116733934,0.0032664821
AWE,SWH,12.549999999999999,1,0.0054465489304339545,0.00542399
AWE,SYP,11.95,1,0.005962940325874689,0.006108572
AWE,TAK,12.45,1,0.005527839582095328,0.00542399
AWE,TAP,14.509999999999998,3,0.004156965348783943,0.0041328445
AWE,TAW,14.159999999999998,3,0.004351125375067009,0.0043425094
AWE,TIH,12.09,1,0.005836072883212595,0.0058388477
AWE,TIK,14.469999999999995,3,0.004178490052477659,0.0041328445
AWE,TIS,12.77,2,0.005273902777711854,0.0053965542
AWE,TKO,15.75,2,0.0035642682111828917,0.003565471
AWE,TKW,16.43,2,0.0032915861462405644,0.0032664821
AWE,TSH,21.389999999999997,4,0.0019947653368031617,0.0023778488
AWE,TST,10.679999999999998,2,0.007330174516794899,0.0073381285
AWE,TSW,10.099999999999998,2,0.008116224332440553,0.008274006
AWE,TSY,3.2699999999999996,0,0.05484591041468994,0.05593277
AWE,TUC,6.4399999999999995,1,0.01806567233206151,0.018102977
AWE,TUM,15.209999999999999,2,0.003805694917989177,0.0037850025
AWE,TWH,10.009999999999998,2,0.008249456979494328,0.008278327
AWE,TWO,14.709999999999997,3,0.004051796546329661,0.0041328445
AWE,TWW,12.27,2,0.005678820667954245,0.0056609036
AWE,UNI,14.439999999999998,3,0.004194743483046526,0.0043425094
AWE,WAC,11.93,1,0.005981401430392338,0.006108572
AWE,WCH,14.699999999999998,3,0.004056959714390037,0.0041328445
AWE,WHA,13.529999999999998,3,0.004736622475557846,0.004745503
AWE,WKS,24.939999999999998,4,0.0014861411394184673,0.0023778488
AWE,WTS,13.619999999999997,3,0.004678485143938276,0.004659869
AWE,YAT,14.359999999999996,3,0.004238552517361114,0.0043425094
AWE,YMT,10.429999999999998,2,0.007654336296326916,0.0074872146
AWE,YUL,12.41,2,0.005560866182760091,0.0056609036
CAB,ADM,0.2,0,0.6944444444444444,0.68176067
CAB,AIR,8.799999999999999,1,0.010412328196584759,0.010457551
CAB,AUS,8.620000000000001,2,0.010805624111237413,0.010608079
CAB,AWE,9.999999999999998,1,0.008264462809917359,0.008278327
CAB,CEN,0.27,0,0.62000124000248,0.6151494
CAB,CHH,6.869999999999999,2,0.016145464174022274,0.016162844
CAB,CHW,0.81,0,0.3052409877598364,0.2978037
CAB,CIO,10.719999999999999,2,0.007280224580367857,0.0073381285
CAB,CKT,6.72,2,0.016778973932186098,0.01683691
CAB,CSW,4.300000000000001,1,0.035599857600569586,0.035660736
CAB,DIH,6.779999999999999,2,0.01652117022752956,0.016577544
CAB,DIS,12.88,3,0.005190641895539369,0.0051932484
CAB,ETS,6.62,2,0.017222256666735557,0.017352348
CAB,EXC,3.27,1,0.05484591041468994,0.054687966
CAB,FAN,4.219999999999999,1,0.03669940253372676,0.03658234
CAB,FOH,0.15000000000000002,0,0.7561436672967865,0.761559
CAB,FOT,3.7799999999999994,1,0.04376674077834773,0.043285854
CAB,HAH,3.9400000000000004,1,0.040977560687767374,0.04133319
CAB,HEO,11.319999999999999,2,0.00658837915331422,0.0066733477
CAB,HFC,0.75,0,0.32653061224489793,0.33367243
CAB,HIK,8.58,2,0.010896047349863365,0.011140741
CAB,HKU,0.51,0,0.4385772553835358,0.4326568
CAB,HOK,5.27,1,0.02543694308992723,0.025384651
CAB,HOM,6.46,2,0.017968935304645328,0.01802378
CAB,HUH,3.34,1,0.05309095542483383,0.053351622
CAB,JOR,3.3800000000000003,1,0.052125685452763686,0.052082922
CAB,KAT,8.52,2,0.011033825294823812,0.011140741
CAB,KET,0.5700000000000001,0,0.4056959714390036,0.41507247
CAB,KOB,6.85,2,0.016227838857560146,0.016162844
CAB,KOT,3.4899999999999998,1,0.049602928556901994,0.04959076
CAB,KOW,6.289999999999999,1,0.018816764231589213,0.018697489
CAB,KSR,7.57,2,0.013615649282659516,0.013543348
CAB,KWF,4.710000000000001,1,0.03067098923141567,0.030614264
CAB,KWH,4.780000000000001,1,0.029932591803259048,0.029882992
CAB,KWT,6.6499999999999995,2,0.01708744499978641,0.017352348
CAB,LAK,4.590000000000001,1,0.03200194571829967,0.03172672
CAB,LAT,6.539999999999999,2,0.01758965446882762,0.01749946
CAB,LCK,4.370000000000001,1,0.03467779130211637,0.034852
CAB,LET,5.07,1,0.027140798319441765,0.027135413
CAB,LHP,3.79,1,0.04358418939945346,0.043285854
CAB,LMC,4.349999999999999,1,0.03493754913092848,0.034982264
CAB,LOF,6.59,2,0.017358670048135592,0.017352348
CAB,LOP,7.99,2,0.012373159647166978,0.012548163
CAB,LOW,4.369999999999999,1,0.034677791302116394,0.034852
CAB,MEF,4.470000000000001,1,0.03342145456854573,0.03344602
CAB,MKK,3.42,1,0.051186503142851295,0.05117125
CAB,MOK,3.8300000000000005,1,0.04286528726172258,0.042769413
CAB,MOS,12.36,2,0.005602567320448923,0.0056609036
CAB,NAC,7.329999999999999,1,0.014411526915688248,0.014370472
CAB,NOP,0.24000000000000002,0,0.6503642039542143,0.64147717
CAB,NTK,6.77,2,0.016563723127429694,0.016577544
CAB,OCP,3.46,1,0.050272476824388186,0.05053343
CAB,OLY,7.129999999999999,1,0.015129302584538762,0.015216408
CAB,POA,4.0600000000000005,1,0.03905700760830508,0.03893571
CAB,PRE,4.0600000000000005,1,0.03905700760830508,0.03893571
CAB,QUB,0.34,0,0.5569169079973267,0.5595456
CAB,SHM,10.79,2,0.0071940324062383775,0.0072928914
CAB,SHS,4.299999999999999,1,0.035599857600569614,0.035660736
CAB,SHT,3.6899999999999995,1,0.045462604734475665,0.045126107
CAB,SHW,0.37,0,0.5327934359848686,0.54113084
CAB,SIH,8.45,2,0.011197894795778396,0.0111674415
CAB,SKM,6.59,2,0.017358670048135592,0.017352348
CAB,SKW,0.63,0,0.3763784862057285,0.3743699
CAB,SOH,5.180000000000001,1,0.02618321969815984,0.026140802
CAB,SSP,4.210000000000001,1,0.036840418359790884,0.036745522
CAB,STW,8.719999999999999,2,0.010584429880268932,0.0105825905
