Origin,Destination,O_Cluster,D_Cluster,Travel_Time_Min,Transfers,Target_Flow_Baseline,O_GOV,D_GOV,O_CUF,D_CUF,O_TRS,D_TRS,O_RSF,D_RSF,O_CMF,D_CMF,O_UTI,D_UTI,O_BUS,D_BUS,O_MUF,D_MUF,O_SCH,D_SCH,O_AMD,D_AMD,O_TRH,D_TRH,O_REM,D_REM,O_HNC,D_HNC,O_TRF,D_TRF,O_COM,D_COM,O_BGD,D_BGD,Predicted_Flow
CIO,TAK,Mixed,Mixed,7.259999999999999,2,349.2574852405773,8.0,16.0,2.0,5.0,18.0,21.0,23.0,35.0,15.0,24.0,11.0,9.0,8.0,7.0,16.0,10.0,13.0,26.0,1.0,2.0,0.0,1.0,12.0,8.0,9.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,321.23395
CIO,TAP,Mixed,Mixed,3.59,1,849.9579933643756,8.0,2.0,2.0,7.0,18.0,9.0,23.0,41.0,15.0,12.0,11.0,8.0,8.0,4.0,16.0,8.0,13.0,16.0,1.0,3.0,0.0,0.0,12.0,7.0,9.0,7.0,2.0,1.0,3.0,2.0,0.0,0.0,1046.7119
CIO,TAW,Mixed,Mixed,0.24,0,14030.306971904265,8.0,4.0,2.0,8.0,18.0,13.0,23.0,29.0,15.0,14.0,11.0,18.0,8.0,5.0,16.0,17.0,13.0,18.0,1.0,0.0,0.0,0.0,12.0,17.0,9.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,12418.966
CIO,TIH,Mixed,Mixed,6.8999999999999995,2,485.73946482935435,8.0,14.0,2.0,5.0,18.0,9.0,23.0,73.0,15.0,23.0,11.0,9.0,8.0,10.0,16.0,16.0,13.0,21.0,1.0,18.0,0.0,0.0,12.0,13.0,9.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,513.0021
CIO,TIK,Mixed,Mixed,6.050000000000001,1,371.6312056737588,8.0,10.0,2.0,2.0,18.0,10.0,23.0,16.0,15.0,16.0,11.0,11.0,8.0,7.0,16.0,6.0,13.0,42.0,1.0,0.0,0.0,0.0,12.0,3.0,9.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,363.4592
CIO,TIS,Mixed,Mixed,9.349999999999998,0,207.96751382762733,8.0,3.0,2.0,4.0,18.0,11.0,23.0,48.0,15.0,15.0,11.0,11.0,8.0,4.0,16.0,19.0,13.0,33.0,1.0,4.0,0.0,0.0,12.0,1.0,9.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,236.34303
CIO,TKO,Mixed,Mixed,9.190000000000001,2,210.47593274400708,8.0,15.0,2.0,3.0,18.0,25.0,23.0,7.0,15.0,35.0,11.0,8.0,8.0,8.0,16.0,7.0,13.0,38.0,1.0,1.0,0.0,0.0,12.0,3.0,9.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,183.7552
CIO,TKW,Mixed,Commercial Hub,2.4299999999999997,0,2864.367737932325,8.0,10.0,2.0,4.0,18.0,17.0,23.0,45.0,15.0,27.0,11.0,17.0,8.0,4.0,16.0,16.0,13.0,39.0,1.0,9.0,0.0,0.0,12.0,16.0,9.0,25.0,2.0,3.0,3.0,7.0,0.0,0.0,2409.601
CIO,TSH,Mixed,Residential,0.09000000000000001,0,6408.551468731587,8.0,3.0,2.0,4.0,18.0,6.0,23.0,7.0,15.0,8.0,11.0,6.0,8.0,1.0,16.0,4.0,13.0,7.0,1.0,0.0,0.0,0.0,12.0,2.0,9.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,5183.5913
CIO,TST,Mixed,Special/Industrial,6.779999999999999,2,1921.825126717376,8.0,21.0,2.0,26.0,18.0,50.0,23.0,29.0,15.0,75.0,11.0,8.0,8.0,11.0,16.0,15.0,13.0,9.0,1.0,566.0,0.0,1.0,12.0,13.0,9.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,2025.6747
CIO,TSW,Mixed,Commercial Hub,8.449999999999998,2,479.98656252624534,8.0,24.0,2.0,9.0,18.0,25.0,23.0,39.0,15.0,45.0,11.0,20.0,8.0,17.0,16.0,22.0,13.0,29.0,1.0,17.0,0.0,0.0,12.0,27.0,9.0,18.0,2.0,1.0,3.0,9.0,0.0,2.0,518.46765
CIO,TSY,Mixed,Mixed,10.299999999999997,1,143.55078706241684,8.0,2.0,2.0,3.0,18.0,17.0,23.0,29.0,15.0,14.0,11.0,11.0,8.0,6.0,16.0,8.0,13.0,15.0,1.0,1.0,0.0,0.0,12.0,5.0,9.0,2.0,2.0,17.0,3.0,0.0,0.0,0.0,155.27501
CIO,TUC,Mixed,Residential,10.469999999999997,1,102.88771207858873,8.0,10.0,2.0,4.0,18.0,11.0,23.0,7.0,15.0,10.0,11.0,7.0,8.0,4.0,16.0,11.0,13.0,13.0,1.0,3.0,0.0,0.0,12.0,3.0,9.0,7.0,2.0,3.0,3.0,3.0,0.0,0.0,95.91802
CIO,TUM,Mixed,Mixed,11.789999999999997,0,155.1495530433582,8.0,9.0,2.0,7.0,18.0,35.0,23.0,26.0,15.0,36.0,11.0,11.0,8.0,6.0,16.0,14.0,13.0,9.0,1.0,2.0,0.0,0.0,12.0,11.0,9.0,6.0,2.0,3.0,3.0,3.0,0.0,2.0,163.99329
CIO,TWH,Mixed,Commercial Hub,8.359999999999998,2,374.9931514354593,8.0,11.0,2.0,16.0,18.0,14.0,23.0,59.0,15.0,25.0,11.0,21.0,8.0,0.0,16.0,19.0,13.0,29.0,1.0,1.0,0.0,0.0,12.0,19.0,9.0,9.0,2.0,0.0,3.0,10.0,0.0,0.0,377.46008
CIO,TWO,Mixed,Commercial Hub,3.79,1,1149.1843218953893,8.0,13.0,2.0,7.0,18.0,8.0,23.0,40.0,15.0,10.0,11.0,12.0,8.0,10.0,16.0,23.0,13.0,27.0,1.0,0.0,0.0,0.0,12.0,21.0,9.0,8.0,2.0,0.0,3.0,8.0,0.0,0.0,1350.6903
CIO,TWW,Mixed,Mixed,8.849999999999998,0,251.4159086809762,8.0,4.0,2.0,4.0,18.0,32.0,23.0,57.0,15.0,28.0,11.0,9.0,8.0,7.0,16.0,10.0,13.0,11.0,1.0,3.0,0.0,0.0,12.0,3.0,9.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,290.43192
CIO,UNI,Mixed,Residential,3.52,1,331.2710470671158,8.0,6.0,2.0,2.0,18.0,9.0,23.0,9.0,15.0,0.0,11.0,5.0,8.0,3.0,16.0,8.0,13.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,9.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,692.4411
CIO,WAC,Mixed,Special/Industrial,6.739999999999999,2,957.9252048154159,8.0,114.0,2.0,15.0,18.0,38.0,23.0,41.0,15.0,64.0,11.0,6.0,8.0,7.0,16.0,18.0,13.0,21.0,1.0,43.0,0.0,4.0,12.0,15.0,9.0,15.0,2.0,0.0,3.0,6.0,0.0,0.0,1096.777
CIO,WCH,Mixed,Residential,7.6,2,203.9886425094646,8.0,9.0,2.0,2.0,18.0,14.0,23.0,24.0,15.0,6.0,11.0,15.0,8.0,5.0,16.0,7.0,13.0,10.0,1.0,3.0,0.0,0.0,12.0,3.0,9.0,3.0,2.0,5.0,3.0,1.0,0.0,0.0,103.0002
CIO,WHA,Mixed,Mixed,5.489999999999999,1,612.6053831781027,8.0,11.0,2.0,8.0,18.0,24.0,23.0,28.0,15.0,31.0,11.0,5.0,8.0,6.0,16.0,11.0,13.0,36.0,1.0,4.0,0.0,0.0,12.0,8.0,9.0,4.0,2.0,2.0,3.0,5.0,0.0,0.0,518.17755
CIO,WKS,Mixed,Residential,3.64,0,419.1438763376931,8.0,4.0,2.0,2.0,18.0,10.0,23.0,11.0,15.0,9.0,11.0,2.0,8.0,4.0,16.0,7.0,13.0,9.0,1.0,0.0,0.0,0.0,12.0,1.0,9.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,879.16235
CIO,WTS,Mixed,Commercial Hub,5.37,1,976.4422614837506,8.0,20.0,2.0,4.0,18.0,23.0,23.0,87.0,15.0,23.0,11.0,17.0,8.0,9.0,16.0,27.0,13.0,35.0,1.0,0.0,0.0,0.0,12.0,16.0,9.0,6.0,2.0,4.0,3.0,10.0,0.0,0.0,979.56006
CIO,YAT,Mixed,Mixed,5.94,1,351.3026434901045,8.0,6.0,2.0,2.0,18.0,19.0,23.0,27.0,15.0,15.0,11.0,6.0,8.0,7.0,16.0,13.0,13.0,12.0,1.0,0.0,0.0,0.0,12.0,6.0,9.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,371.49142
CIO,YMT,Mixed,Commercial Hub,5.52,1,1512.47694681772,8.0,18.0,2.0,8.0,18.0,14.0,23.0,44.0,15.0,76.0,11.0,16.0,8.0,1.0,16.0,14.0,13.0,34.0,1.0,171.0,0.0,0.0,12.0,33.0,9.0,20.0,2.0,2.0,3.0,5.0,0.0,0.0,1599.1179
CIO,YUL,Mixed,Commercial Hub,8.989999999999998,0,250.0698897095294,8.0,5.0,2.0,6.0,18.0,20.0,23.0,15.0,15.0,24.0,11.0,9.0,8.0,12.0,16.0,23.0,13.0,26.0,1.0,0.0,0.0,0.0,12.0,15.0,9.0,12.0,2.0,0.0,3.0,10.0,0.0,0.0,250.00372
CKT,ADM,Mixed,Special/Industrial,3.63,1,1481.1843130303357,3.0,80.0,7.0,23.0,10.0,23.0,50.0,20.0,9.0,19.0,8.0,15.0,2.0,10.0,15.0,9.0,16.0,8.0,1.0,6.0,1.0,1.0,12.0,1.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1654.8257
CKT,AIR,Mixed,Residential,14.349999999999998,2,23.08353404280152,3.0,6.0,7.0,0.0,10.0,12.0,50.0,1.0,9.0,3.0,8.0,5.0,2.0,4.0,15.0,1.0,16.0,0.0,1.0,4.0,1.0,0.0,12.0,0.0,9.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,-52.253475
CKT,AUS,Mixed,Mixed,4.76,0,1076.66015625,3.0,10.0,7.0,3.0,10.0,44.0,50.0,22.0,9.0,32.0,8.0,12.0,2.0,7.0,15.0,13.0,16.0,12.0,1.0,67.0,1.0,0.0,12.0,11.0,9.0,8.0,0.0,1.0,4.0,1.0,0.0,0.0,956.4209
CKT,AWE,Mixed,Residential,15.549999999999997,2,6.4402478984310125,3.0,1.0,7.0,1.0,10.0,6.0,50.0,0.0,9.0,2.0,8.0,0.0,2.0,0.0,15.0,0.0,16.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,9.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,-50.333508
CKT,CAB,Mixed,Special/Industrial,6.77,2,698.8069150231313,3.0,25.0,7.0,7.0,10.0,31.0,50.0,23.0,9.0,66.0,8.0,7.0,2.0,22.0,15.0,11.0,16.0,13.0,1.0,56.0,1.0,2.0,12.0,10.0,9.0,8.0,0.0,5.0,4.0,1.0,0.0,0.0,583.68396
CKT,CEN,Mixed,Special/Industrial,6.7,2,709.090909090909,3.0,61.0,7.0,29.0,10.0,34.0,50.0,30.0,9.0,50.0,8.0,7.0,2.0,13.0,15.0,11.0,16.0,11.0,1.0,23.0,1.0,4.0,12.0,8.0,9.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,642.78687
CKT,CHH,Mixed,Mixed,5.33,1,649.356483457245,3.0,7.0,7.0,4.0,10.0,14.0,50.0,46.0,9.0,13.0,8.0,28.0,2.0,8.0,15.0,17.0,16.0,20.0,1.0,0.0,1.0,0.0,12.0,9.0,9.0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,568.7843
CKT,CHW,Mixed,Commercial Hub,7.579999999999998,2,503.2030906156782,3.0,16.0,7.0,8.0,10.0,15.0,50.0,57.0,9.0,26.0,8.0,19.0,2.0,9.0,15.0,29.0,16.0,29.0,1.0,1.0,1.0,1.0,12.0,12.0,9.0,20.0,0.0,1.0,4.0,9.0,0.0,0.0,450.20694
CKT,CIO,Mixed,Mixed,4.0,0,829.08,3.0,8.0,7.0,2.0,10.0,18.0,50.0,23.0,9.0,15.0,8.0,11.0,2.0,8.0,15.0,16.0,16.0,13.0,1.0,1.0,1.0,0.0,12.0,12.0,9.0,9.0,0.0,2.0,4.0,3.0,0.0,0.0,1058.2025
CKT,CSW,Mixed,Commercial Hub,7.73,2,626.8623815653256,3.0,22.0,7.0,7.0,10.0,20.0,50.0,54.0,9.0,40.0,8.0,14.0,2.0,5.0,15.0,23.0,16.0,47.0,1.0,13.0,1.0,0.0,12.0,38.0,9.0,35.0,0.0,0.0,4.0,7.0,0.0,0.0,583.7473
CKT,DIH,Mixed,Mixed,2.2399999999999998,0,2226.5089163237317,3.0,7.0,7.0,3.0,10.0,21.0,50.0,39.0,9.0,25.0,8.0,7.0,2.0,3.0,15.0,10.0,16.0,20.0,1.0,1.0,1.0,0.0,12.0,10.0,9.0,4.0,0.0,5.0,4.0,3.0,0.0,1.0,1672.0028
CKT,DIS,Mixed,Residential,15.339999999999998,2,15.415984383263254,3.0,0.0,7.0,0.0,10.0,3.0,50.0,20.0,9.0,1.0,8.0,2.0,2.0,1.0,15.0,1.0,16.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-34.871006
CKT,ETS,Mixed,Special/Industrial,2.76,0,7361.645540968765,3.0,9.0,7.0,19.0,10.0,41.0,50.0,17.0,9.0,50.0,8.0,3.0,2.0,10.0,15.0,6.0,16.0,4.0,1.0,544.0,1.0,0.0,12.0,5.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7405.338
CKT,EXC,Mixed,Residential,3.55,1,1313.6094674556216,3.0,57.0,7.0,9.0,10.0,30.0,50.0,14.0,9.0,17.0,8.0,6.0,2.0,4.0,15.0,10.0,16.0,1.0,1.0,26.0,1.0,1.0,12.0,4.0,9.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1198.331
CKT,FAN,Mixed,Mixed,3.8299999999999996,1,1096.4083175803403,3.0,15.0,7.0,1.0,10.0,13.0,50.0,37.0,9.0,16.0,8.0,6.0,2.0,13.0,15.0,12.0,16.0,34.0,1.0,1.0,1.0,1.0,12.0,11.0,9.0,9.0,0.0,0.0,4.0,5.0,0.0,0.0,1230.607
CKT,FOH,Mixed,Commercial Hub,6.92,2,543.6945209672483,3.0,17.0,7.0,2.0,10.0,16.0,50.0,26.0,9.0,36.0,8.0,14.0,2.0,5.0,15.0,14.0,16.0,42.0,1.0,17.0,1.0,0.0,12.0,25.0,9.0,13.0,0.0,3.0,4.0,2.0,0.0,0.0,502.56314
CKT,FOT,Mixed,Residential,3.3899999999999997,1,617.8361465538266,3.0,8.0,7.0,3.0,10.0,11.0,50.0,8.0,9.0,11.0,8.0,8.0,2.0,4.0,15.0,9.0,16.0,12.0,1.0,0.0,1.0,0.0,12.0,3.0,9.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,974.1831
CKT,HAH,Mixed,Mixed,9.34,2,273.60834153294746,3.0,7.0,7.0,1.0,10.0,18.0,50.0,55.0,9.0,22.0,8.0,6.0,2.0,7.0,15.0,24.0,16.0,34.0,1.0,0.0,1.0,0.0,12.0,12.0,9.0,6.0,0.0,2.0,4.0,5.0,0.0,0.0,295.39352
CKT,HEO,Mixed,Mixed,4.6,0,675.0000000000001,3.0,4.0,7.0,4.0,10.0,12.0,50.0,48.0,9.0,13.0,8.0,10.0,2.0,5.0,15.0,16.0,16.0,18.0,1.0,0.0,1.0,0.0,12.0,9.0,9.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,737.7572
CKT,HFC,Mixed,Residential,7.519999999999999,2,109.3533029160881,3.0,3.0,7.0,2.0,10.0,6.0,50.0,7.0,9.0,5.0,8.0,6.0,2.0,2.0,15.0,5.0,16.0,14.0,1.0,0.0,1.0,0.0,12.0,3.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,12.94112
CKT,HIK,Mixed,Residential,2.19,0,1141.2034079853775,3.0,3.0,7.0,7.0,10.0,7.0,50.0,15.0,9.0,6.0,8.0,6.0,2.0,4.0,15.0,15.0,16.0,9.0,1.0,0.0,1.0,0.0,12.0,2.0,9.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,1332.0625
CKT,HKU,Mixed,Mixed,6.9399999999999995,2,440.6950110717028,3.0,7.0,7.0,9.0,10.0,18.0,50.0,34.0,9.0,25.0,8.0,8.0,2.0,1.0,15.0,9.0,16.0,42.0,1.0,3.0,1.0,0.0,12.0,18.0,9.0,12.0,0.0,0.0,4.0,3.0,0.0,0.0,399.62875
CKT,HOK,Mixed,Special/Industrial,11.7,3,255.1925103850208,3.0,65.0,7.0,17.0,10.0,38.0,50.0,25.0,9.0,52.0,8.0,8.0,2.0,27.0,15.0,11.0,16.0,3.0,1.0,20.0,1.0,3.0,12.0,3.0,9.0,3.0,0.0,4.0,4.0,1.0,0.0,0.0,279.80957
CKT,HOM,Mixed,Mixed,2.3999999999999995,0,2314.3598615916962,3.0,8.0,7.0,4.0,10.0,16.0,50.0,47.0,9.0,16.0,8.0,8.0,2.0,1.0,15.0,13.0,16.0,23.0,1.0,8.0,1.0,0.0,12.0,4.0,9.0,14.0,0.0,13.0,4.0,3.0,0.0,4.0,1985.6749
CKT,HUH,Mixed,Residential,2.4799999999999995,0,1395.9076496234645,3.0,12.0,7.0,7.0,10.0,26.0,50.0,9.0,9.0,16.0,8.0,3.0,2.0,5.0,15.0,6.0,16.0,9.0,1.0,7.0,1.0,0.0,12.0,0.0,9.0,4.0,0.0,7.0,4.0,0.0,0.0,4.0,1436.7957
CKT,JOR,Mixed,Special/Industrial,6.81,2,1062.8056547877652,3.0,17.0,7.0,7.0,10.0,22.0,50.0,29.0,9.0,57.0,8.0,13.0,2.0,5.0,15.0,19.0,16.0,23.0,1.0,208.0,1.0,2.0,12.0,28.0,9.0,10.0,0.0,1.0,4.0,0.0,0.0,0.0,1283.8135
CKT,KAT,Mixed,Residential,2.3099999999999996,0,1180.7121147123523,3.0,13.0,7.0,2.0,10.0,24.0,50.0,6.0,9.0,16.0,8.0,6.0,2.0,8.0,15.0,3.0,16.0,4.0,1.0,0.0,1.0,0.0,12.0,0.0,9.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1294.8992
CKT,KET,Mixed,Mixed,6.999999999999999,2,360.60937500000006,3.0,7.0,7.0,6.0,10.0,13.0,50.0,36.0,9.0,20.0,8.0,9.0,2.0,6.0,15.0,15.0,16.0,20.0,1.0,2.0,1.0,0.0,12.0,12.0,9.0,5.0,0.0,0.0,4.0,5.0,0.0,1.0,280.68665
CKT,KOB,Mixed,Mixed,5.44,1,754.962192816635,3.0,13.0,7.0,8.0,10.0,23.0,50.0,58.0,9.0,25.0,8.0,8.0,2.0,7.0,15.0,18.0,16.0,24.0,1.0,0.0,1.0,0.0,12.0,13.0,9.0,10.0,0.0,4.0,4.0,2.0,0.0,0.0,682.2206
CKT,KOT,Mixed,Mixed,3.28,1,1251.856057297581,3.0,5.0,7.0,2.0,10.0,15.0,50.0,39.0,9.0,10.0,8.0,8.0,2.0,6.0,15.0,10.0,16.0,44.0,1.0,3.0,1.0,0.0,12.0,6.0,9.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,1437.4764
CKT,KOW,Mixed,Residential,10.08,1,83.81772211289082,3.0,6.0,7.0,3.0,10.0,34.0,50.0,2.0,9.0,8.0,8.0,3.0,2.0,4.0,15.0,0.0,16.0,4.0,1.0,3.0,1.0,0.0,12.0,0.0,9.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,27.188982
CKT,KSR,Mixed,Residential,8.86,0,36.28897876559871,3.0,1.0,7.0,0.0,10.0,7.0,50.0,2.0,9.0,2.0,8.0,2.0,2.0,5.0,15.0,5.0,16.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-41.71223
CKT,KWF,Mixed,Mixed,8.139999999999999,2,366.00606179584304,3.0,11.0,7.0,4.0,10.0,22.0,50.0,38.0,9.0,24.0,8.0,11.0,2.0,20.0,15.0,24.0,16.0,27.0,1.0,0.0,1.0,0.0,12.0,11.0,9.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,281.61823
CKT,KWH,Mixed,Mixed,8.209999999999999,2,419.38552840525284,3.0,18.0,7.0,4.0,10.0,23.0,50.0,66.0,9.0,25.0,8.0,16.0,2.0,9.0,15.0,21.0,16.0,33.0,1.0,2.0,1.0,0.0,12.0,13.0,9.0,9.0,0.0,0.0,4.0,3.0,0.0,0.0,409.26788
CKT,KWT,Mixed,Mixed,5.700000000000001,1,720.4277121853418,3.0,24.0,7.0,2.0,10.0,50.0,50.0,26.0,9.0,28.0,8.0,12.0,2.0,14.0,15.0,11.0,16.0,16.0,1.0,2.0,1.0,0.0,12.0,12.0,9.0,11.0,0.0,7.0,4.0,4.0,0.0,1.0,544.29114
CKT,LAK,Mixed,Mixed,8.02,2,229.4605237929017,3.0,7.0,7.0,2.0,10.0,18.0,50.0,20.0,9.0,8.0,8.0,19.0,2.0,6.0,15.0,17.0,16.0,14.0,1.0,0.0,1.0,0.0,12.0,3.0,9.0,5.0,0.0,5.0,4.0,3.0,0.0,0.0,144.78444
CKT,LAT,Mixed,Mixed,5.800000000000001,1,505.4714532871971,3.0,10.0,7.0,3.0,10.0,16.0,50.0,41.0,9.0,15.0,8.0,4.0,2.0,13.0,15.0,12.0,16.0,25.0,1.0,0.0,1.0,0.0,12.0,6.0,9.0,6.0,0.0,5.0,4.0,3.0,0.0,0.0,431.03287
CKT,LCK,Mixed,Mixed,7.800000000000001,2,332.1926652892561,3.0,11.0,7.0,2.0,10.0,45.0,50.0,18.0,9.0,26.0,8.0,18.0,2.0,12.0,15.0,13.0,16.0,14.0,1.0,2.0,1.0,0.0,12.0,6.0,9.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,273.56284
CKT,LET,Mixed,Mixed,8.5,2,232.9196675900277,3.0,5.0,7.0,5.0,10.0,15.0,50.0,31.0,9.0,12.0,8.0,5.0,2.0,10.0,15.0,18.0,16.0,18.0,1.0,1.0,1.0,0.0,12.0,7.0,9.0,12.0,0.0,2.0,4.0,2.0,0.0,0.0,210.16557
CKT,LHP,Mixed,Residential,9.190000000000001,2,60.87478246968057,3.0,3.0,7.0,2.0,10.0,13.0,50.0,2.0,9.0,5.0,8.0,6.0,2.0,2.0,15.0,0.0,16.0,7.0,1.0,0.0,1.0,0.0,12.0,0.0,9.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,-30.703485
CKT,LMC,Mixed,Residential,3.9599999999999995,1,113.52920135275758,3.0,3.0,7.0,3.0,10.0,0.0,50.0,4.0,9.0,0.0,8.0,0.0,2.0,0.0,15.0,6.0,16.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,308.0243
CKT,LOF,Mixed,Mixed,5.4,1,717.7734374999999,3.0,5.0,7.0,3.0,10.0,12.0,50.0,83.0,9.0,13.0,8.0,9.0,2.0,5.0,15.0,20.0,16.0,25.0,1.0,0.0,1.0,0.0,12.0,8.0,9.0,7.0,0.0,1.0,4.0,4.0,0.0,5.0,618.7612
CKT,LOP,Mixed,Commercial Hub,9.28,0,328.2790049811504,3.0,17.0,7.0,1.0,10.0,21.0,50.0,41.0,9.0,39.0,8.0,10.0,2.0,10.0,15.0,23.0,16.0,35.0,1.0,7.0,1.0,0.0,12.0,12.0,9.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,238.32195
CKT,LOW,Mixed,Residential,3.9799999999999995,1,77.05520878695506,3.0,4.0,7.0,0.0,10.0,2.0,50.0,1.0,9.0,3.0,8.0,2.0,2.0,0.0,15.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,308.0243
CKT,MEF,Mixed,Mixed,7.9,2,321.0579472288852,3.0,10.0,7.0,4.0,10.0,15.0,50.0,50.0,9.0,18.0,8.0,17.0,2.0,5.0,15.0,21.0,16.0,19.0,1.0,1.0,1.0,0.0,12.0,4.0,9.0,2.0,0.0,5.0,4.0,2.0,0.0,0.0,283.24142
CKT,MKK,Mixed,Special/Industrial,3.3899999999999997,1,3195.9672272352263,3.0,24.0,7.0,3.0,10.0,28.0,50.0,29.0,9.0,53.0,8.0,15.0,2.0,17.0,15.0,13.0,16.0,23.0,1.0,180.0,1.0,3.0,12.0,21.0,9.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,3385.9268
CKT,MOK,Mixed,Special/Industrial,5.569999999999999,1,2152.3043028015823,3.0,22.0,7.0,5.0,10.0,36.0,50.0,40.0,9.0,98.0,8.0,15.0,2.0,17.0,15.0,23.0,16.0,19.0,1.0,303.0,1.0,2.0,12.0,39.0,9.0,10.0,0.0,0.0,4.0,3.0,0.0,0.0,1960.8807
CKT,MOS,Mixed,Residential,5.64,0,290.0684061547395,3.0,4.0,7.0,3.0,10.0,10.0,50.0,16.0,9.0,12.0,8.0,4.0,2.0,5.0,15.0,8.0,16.0,15.0,1.0,1.0,1.0,0.0,12.0,4.0,9.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,332.77014
CKT,NAC,Mixed,Residential,6.76,0,263.64385163141674,3.0,9.0,7.0,3.0,10.0,22.0,50.0,11.0,9.0,11.0,8.0,4.0,2.0,4.0,15.0,15.0,16.0,19.0,1.0,0.0,1.0,0.0,12.0,3.0,9.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,296.59927
CKT,NOP,Mixed,Commercial Hub,7.01,2,517.7984448278603,3.0,11.0,7.0,2.0,10.0,24.0,50.0,28.0,9.0,29.0,8.0,7.0,2.0,5.0,15.0,13.0,16.0,36.0,1.0,18.0,1.0,0.0,12.0,19.0,9.0,27.0,0.0,2.0,4.0,5.0,0.0,0.0,583.92883
CKT,NTK,Mixed,Mixed,5.550000000000001,1,746.9494784686206,3.0,15.0,7.0,8.0,10.0,31.0,50.0,32.0,9.0,24.0,8.0,15.0,2.0,10.0,15.0,18.0,16.0,21.0,1.0,8.0,1.0,0.0,12.0,17.0,9.0,11.0,0.0,6.0,4.0,2.0,0.0,0.0,649.25793
CKT,OCP,Mixed,Residential,6.89,2,193.63202205226816,3.0,5.0,7.0,1.0,10.0,11.0,50.0,20.0,9.0,3.0,8.0,19.0,2.0,3.0,15.0,6.0,16.0,3.0,1.0,1.0,1.0,0.0,12.0,0.0,9.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,70.10654
CKT,OLY,Mixed,Residential,9.94,1,169.4969068443797,3.0,6.0,7.0,2.0,10.0,20.0,50.0,26.0,9.0,25.0,8.0,4.0,2.0,10.0,15.0,4.0,16.0,11.0,1.0,11.0,1.0,0.0,12.0,7.0,9.0,11.0,0.0,1.0,4.0,0.0,0.0,0.0,181.56303
CKT,POA,Mixed,Mixed,9.459999999999999,2,244.52617455553164,3.0,10.0,7.0,5.0,10.0,17.0,50.0,35.0,9.0,27.0,8.0,15.0,2.0,6.0,15.0,16.0,16.0,31.0,1.0,0.0,1.0,0.0,12.0,9.0,9.0,6.0,0.0,0.0,4.0,5.0,0.0,0.0,262.24985
CKT,PRE,Mixed,Commercial Hub,5.659999999999999,1,1156.629602575549,3.0,13.0,7.0,3.0,10.0,15.0,50.0,52.0,9.0,39.0,8.0,16.0,2.0,6.0,15.0,10.0,16.0,41.0,1.0,88.0,1.0,3.0,12.0,39.0,9.0,21.0,0.0,1.0,4.0,2.0,0.0,0.0,1074.1697
