Origin,Destination,O_Cluster,D_Cluster,Travel_Time_Min,Transfers,Target_Flow_Baseline,O_GOV,D_GOV,O_CUF,D_CUF,O_TRS,D_TRS,O_RSF,D_RSF,O_CMF,D_CMF,O_UTI,D_UTI,O_BUS,D_BUS,O_MUF,D_MUF,O_SCH,D_SCH,O_AMD,D_AMD,O_TRH,D_TRH,O_REM,D_REM,O_HNC,D_HNC,O_TRF,D_TRF,O_COM,D_COM,O_BGD,D_BGD,Predicted_Flow
WAC,CHW,Special/Industrial,Commercial Hub,0.8899999999999999,0,28712.52204585538,114.0,16.0,15.0,8.0,38.0,15.0,41.0,57.0,64.0,26.0,6.0,19.0,7.0,9.0,18.0,29.0,21.0,29.0,43.0,1.0,4.0,1.0,15.0,12.0,15.0,20.0,0.0,1.0,6.0,9.0,0.0,0.0,27886.023
WAC,CIO,Special/Industrial,Mixed,10.62,2,425.0120718921914,114.0,8.0,15.0,2.0,38.0,18.0,41.0,23.0,64.0,15.0,6.0,11.0,7.0,8.0,18.0,16.0,21.0,13.0,43.0,1.0,4.0,0.0,15.0,12.0,15.0,9.0,0.0,2.0,6.0,3.0,0.0,0.0,380.20453
WAC,CKT,Special/Industrial,Mixed,6.619999999999999,2,1030.3903941141218,114.0,3.0,15.0,7.0,38.0,10.0,41.0,50.0,64.0,9.0,6.0,8.0,7.0,2.0,18.0,15.0,21.0,16.0,43.0,1.0,4.0,1.0,15.0,12.0,15.0,9.0,0.0,0.0,6.0,4.0,0.0,0.0,965.03973
WAC,CSW,Special/Industrial,Commercial Hub,4.2,1,4891.826923076923,114.0,22.0,15.0,7.0,38.0,20.0,41.0,54.0,64.0,40.0,6.0,14.0,7.0,5.0,18.0,23.0,21.0,47.0,43.0,13.0,4.0,0.0,15.0,38.0,15.0,35.0,0.0,0.0,6.0,7.0,0.0,0.0,4297.546
WAC,DIH,Special/Industrial,Mixed,6.679999999999999,2,1097.1577962239587,114.0,7.0,15.0,3.0,38.0,21.0,41.0,39.0,64.0,25.0,6.0,7.0,7.0,3.0,18.0,10.0,21.0,20.0,43.0,1.0,4.0,0.0,15.0,10.0,15.0,4.0,0.0,5.0,6.0,3.0,0.0,1.0,1335.0404
WAC,DIS,Special/Industrial,Residential,12.780000000000001,3,60.014197813031224,114.0,0.0,15.0,0.0,38.0,3.0,41.0,20.0,64.0,1.0,6.0,2.0,7.0,1.0,18.0,1.0,21.0,0.0,43.0,0.0,4.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,17.816303
WAC,ETS,Special/Industrial,Special/Industrial,6.5200000000000005,2,5095.560774105929,114.0,9.0,15.0,19.0,38.0,41.0,41.0,17.0,64.0,50.0,6.0,3.0,7.0,10.0,18.0,6.0,21.0,4.0,43.0,544.0,4.0,0.0,15.0,5.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5086.4307
WAC,EXC,Special/Industrial,Residential,3.17,1,4330.061130951354,114.0,57.0,15.0,9.0,38.0,30.0,41.0,14.0,64.0,17.0,6.0,6.0,7.0,4.0,18.0,10.0,21.0,1.0,43.0,26.0,4.0,1.0,15.0,4.0,15.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,3517.747
WAC,FAN,Special/Industrial,Mixed,4.119999999999999,1,2701.4923095703134,114.0,15.0,15.0,1.0,38.0,13.0,41.0,37.0,64.0,16.0,6.0,6.0,7.0,13.0,18.0,12.0,21.0,34.0,43.0,1.0,4.0,1.0,15.0,11.0,15.0,9.0,0.0,0.0,6.0,5.0,0.0,0.0,2341.293
WAC,FOH,Special/Industrial,Commercial Hub,0.23,0,62412.585101460776,114.0,17.0,15.0,2.0,38.0,16.0,41.0,26.0,64.0,36.0,6.0,14.0,7.0,5.0,18.0,14.0,21.0,42.0,43.0,17.0,4.0,0.0,15.0,25.0,15.0,13.0,0.0,3.0,6.0,2.0,0.0,0.0,62491.73
WAC,FOT,Special/Industrial,Residential,3.6799999999999993,1,1505.1775147928997,114.0,8.0,15.0,3.0,38.0,11.0,41.0,8.0,64.0,11.0,6.0,8.0,7.0,4.0,18.0,9.0,21.0,12.0,43.0,0.0,4.0,0.0,15.0,3.0,15.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,1745.7859
WAC,HAH,Special/Industrial,Mixed,4.0200000000000005,1,3213.9569213187087,114.0,7.0,15.0,1.0,38.0,18.0,41.0,55.0,64.0,22.0,6.0,6.0,7.0,7.0,18.0,24.0,21.0,34.0,43.0,0.0,4.0,0.0,15.0,12.0,15.0,6.0,0.0,2.0,6.0,5.0,0.0,0.0,3011.875
WAC,HEO,Special/Industrial,Mixed,11.219999999999999,2,392.4772514806294,114.0,4.0,15.0,4.0,38.0,12.0,41.0,48.0,64.0,13.0,6.0,10.0,7.0,5.0,18.0,16.0,21.0,18.0,43.0,0.0,4.0,0.0,15.0,9.0,15.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,461.76083
WAC,HFC,Special/Industrial,Residential,0.83,0,6562.751948400966,114.0,3.0,15.0,2.0,38.0,6.0,41.0,7.0,64.0,5.0,6.0,6.0,7.0,2.0,18.0,5.0,21.0,14.0,43.0,0.0,4.0,0.0,15.0,3.0,15.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,7718.9087
WAC,HIK,Special/Industrial,Residential,8.48,2,357.77074542897327,114.0,3.0,15.0,7.0,38.0,7.0,41.0,15.0,64.0,6.0,6.0,6.0,7.0,4.0,18.0,15.0,21.0,9.0,43.0,0.0,4.0,0.0,15.0,2.0,15.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,230.18166
WAC,HKU,Special/Industrial,Mixed,0.41000000000000003,0,38691.71570846536,114.0,7.0,15.0,9.0,38.0,18.0,41.0,34.0,64.0,25.0,6.0,8.0,7.0,1.0,18.0,9.0,21.0,42.0,43.0,3.0,4.0,0.0,15.0,18.0,15.0,12.0,0.0,0.0,6.0,3.0,0.0,0.0,36819.418
WAC,HOK,Special/Industrial,Special/Industrial,5.17,1,2993.519644644316,114.0,65.0,15.0,17.0,38.0,38.0,41.0,25.0,64.0,52.0,6.0,8.0,7.0,27.0,18.0,11.0,21.0,3.0,43.0,20.0,4.0,3.0,15.0,3.0,15.0,3.0,0.0,4.0,6.0,1.0,0.0,0.0,2652.8958
WAC,HOM,Special/Industrial,Mixed,6.36,2,1367.445947542533,114.0,8.0,15.0,4.0,38.0,16.0,41.0,47.0,64.0,16.0,6.0,8.0,7.0,1.0,18.0,13.0,21.0,23.0,43.0,8.0,4.0,0.0,15.0,4.0,15.0,14.0,0.0,13.0,6.0,3.0,0.0,4.0,1384.5198
WAC,HUH,Special/Industrial,Residential,3.2399999999999998,1,2603.517710929156,114.0,12.0,15.0,7.0,38.0,26.0,41.0,9.0,64.0,16.0,6.0,3.0,7.0,5.0,18.0,6.0,21.0,9.0,43.0,7.0,4.0,0.0,15.0,0.0,15.0,4.0,0.0,7.0,6.0,0.0,0.0,4.0,2706.9473
WAC,JOR,Special/Industrial,Special/Industrial,3.2800000000000002,1,9798.181063848371,114.0,17.0,15.0,7.0,38.0,22.0,41.0,29.0,64.0,57.0,6.0,13.0,7.0,5.0,18.0,19.0,21.0,23.0,43.0,208.0,4.0,2.0,15.0,28.0,15.0,10.0,0.0,1.0,6.0,0.0,0.0,0.0,9614.491
WAC,KAT,Special/Industrial,Residential,8.419999999999998,2,403.6224142516489,114.0,13.0,15.0,2.0,38.0,24.0,41.0,6.0,64.0,16.0,6.0,6.0,7.0,8.0,18.0,3.0,21.0,4.0,43.0,0.0,4.0,0.0,15.0,0.0,15.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,335.15204
WAC,KET,Special/Industrial,Mixed,0.47000000000000003,0,29570.54930815864,114.0,7.0,15.0,6.0,38.0,13.0,41.0,36.0,64.0,20.0,6.0,9.0,7.0,6.0,18.0,15.0,21.0,20.0,43.0,2.0,4.0,0.0,15.0,12.0,15.0,5.0,0.0,0.0,6.0,5.0,0.0,1.0,28969.088
WAC,KOB,Special/Industrial,Mixed,6.879999999999999,2,1396.116235924657,114.0,13.0,15.0,8.0,38.0,23.0,41.0,58.0,64.0,25.0,6.0,8.0,7.0,7.0,18.0,18.0,21.0,24.0,43.0,0.0,4.0,0.0,15.0,13.0,15.0,10.0,0.0,4.0,6.0,2.0,0.0,0.0,1576.981
WAC,KOT,Special/Industrial,Mixed,3.3899999999999997,1,3294.503453178429,114.0,5.0,15.0,2.0,38.0,15.0,41.0,39.0,64.0,10.0,6.0,8.0,7.0,6.0,18.0,10.0,21.0,44.0,43.0,3.0,4.0,0.0,15.0,6.0,15.0,5.0,0.0,3.0,6.0,0.0,0.0,0.0,3149.987
WAC,KOW,Special/Industrial,Residential,6.1899999999999995,1,551.1054025352009,114.0,6.0,15.0,3.0,38.0,34.0,41.0,2.0,64.0,8.0,6.0,3.0,7.0,4.0,18.0,0.0,21.0,4.0,43.0,3.0,4.0,0.0,15.0,0.0,15.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,757.2511
WAC,KSR,Special/Industrial,Residential,7.47,2,136.15664146951045,114.0,1.0,15.0,0.0,38.0,7.0,41.0,2.0,64.0,2.0,6.0,2.0,7.0,5.0,18.0,5.0,21.0,0.0,43.0,0.0,4.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,137.70975
WAC,KWF,Special/Industrial,Mixed,4.61,1,2689.874523784558,114.0,11.0,15.0,4.0,38.0,22.0,41.0,38.0,64.0,24.0,6.0,11.0,7.0,20.0,18.0,24.0,21.0,27.0,43.0,0.0,4.0,0.0,15.0,11.0,15.0,12.0,0.0,0.0,6.0,4.0,0.0,0.0,2470.3389
WAC,KWH,Special/Industrial,Mixed,4.680000000000001,1,3052.903689744098,114.0,18.0,15.0,4.0,38.0,23.0,41.0,66.0,64.0,25.0,6.0,16.0,7.0,9.0,18.0,21.0,21.0,33.0,43.0,2.0,4.0,0.0,15.0,13.0,15.0,9.0,0.0,0.0,6.0,3.0,0.0,0.0,3089.1638
WAC,KWT,Special/Industrial,Mixed,6.7299999999999995,2,1498.5046750868999,114.0,24.0,15.0,2.0,38.0,50.0,41.0,26.0,64.0,28.0,6.0,12.0,7.0,14.0,18.0,11.0,21.0,16.0,43.0,2.0,4.0,0.0,15.0,12.0,15.0,11.0,0.0,7.0,6.0,4.0,0.0,1.0,1524.6014
WAC,LAK,Special/Industrial,Mixed,4.49,1,1714.9578136767957,114.0,7.0,15.0,2.0,38.0,18.0,41.0,20.0,64.0,8.0,6.0,19.0,7.0,6.0,18.0,17.0,21.0,14.0,43.0,0.0,4.0,0.0,15.0,3.0,15.0,5.0,0.0,5.0,6.0,3.0,0.0,0.0,1511.8018
WAC,LAT,Special/Industrial,Mixed,6.619999999999999,2,1114.5038956744584,114.0,10.0,15.0,3.0,38.0,16.0,41.0,41.0,64.0,15.0,6.0,4.0,7.0,13.0,18.0,12.0,21.0,25.0,43.0,0.0,4.0,0.0,15.0,6.0,15.0,6.0,0.0,5.0,6.0,3.0,0.0,0.0,1174.8866
WAC,LCK,Special/Industrial,Mixed,4.2700000000000005,1,2564.5503350388326,114.0,11.0,15.0,2.0,38.0,45.0,41.0,18.0,64.0,26.0,6.0,18.0,7.0,12.0,18.0,13.0,21.0,14.0,43.0,2.0,4.0,0.0,15.0,6.0,15.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,2167.674
WAC,LET,Special/Industrial,Mixed,4.970000000000001,1,1632.983454402105,114.0,5.0,15.0,5.0,38.0,15.0,41.0,31.0,64.0,12.0,6.0,5.0,7.0,10.0,18.0,18.0,21.0,18.0,43.0,1.0,4.0,0.0,15.0,7.0,15.0,12.0,0.0,2.0,6.0,2.0,0.0,0.0,1458.126
WAC,LHP,Special/Industrial,Residential,3.87,1,737.9126277042951,114.0,3.0,15.0,2.0,38.0,13.0,41.0,2.0,64.0,5.0,6.0,6.0,7.0,2.0,18.0,0.0,21.0,7.0,43.0,0.0,4.0,0.0,15.0,0.0,15.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,795.0023
WAC,LMC,Special/Industrial,Residential,4.249999999999999,1,280.5623582766441,114.0,3.0,15.0,3.0,38.0,0.0,41.0,4.0,64.0,0.0,6.0,0.0,7.0,0.0,18.0,6.0,21.0,0.0,43.0,0.0,4.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,285.95096
WAC,LOF,Special/Industrial,Mixed,6.489999999999999,2,1450.977805743662,114.0,5.0,15.0,3.0,38.0,12.0,41.0,83.0,64.0,13.0,6.0,9.0,7.0,5.0,18.0,20.0,21.0,25.0,43.0,0.0,4.0,0.0,15.0,8.0,15.0,7.0,0.0,1.0,6.0,4.0,0.0,5.0,1357.6215
WAC,LOP,Special/Industrial,Commercial Hub,7.89,2,1215.3542674432285,114.0,17.0,15.0,1.0,38.0,21.0,41.0,41.0,64.0,39.0,6.0,10.0,7.0,10.0,18.0,23.0,21.0,35.0,43.0,7.0,4.0,0.0,15.0,12.0,15.0,12.0,0.0,0.0,6.0,8.0,0.0,0.0,1337.5726
WAC,LOW,Special/Industrial,Residential,4.27,1,190.5094534600276,114.0,4.0,15.0,0.0,38.0,2.0,41.0,1.0,64.0,3.0,6.0,2.0,7.0,0.0,18.0,0.0,21.0,0.0,43.0,0.0,4.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,285.95096
WAC,MEF,Special/Industrial,Mixed,4.37,1,2441.6979633733167,114.0,10.0,15.0,4.0,38.0,15.0,41.0,50.0,64.0,18.0,6.0,17.0,7.0,5.0,18.0,21.0,21.0,19.0,43.0,1.0,4.0,0.0,15.0,4.0,15.0,2.0,0.0,5.0,6.0,2.0,0.0,0.0,1891.4347
WAC,MKK,Special/Industrial,Special/Industrial,3.32,1,9137.78506515775,114.0,24.0,15.0,3.0,38.0,28.0,41.0,29.0,64.0,53.0,6.0,15.0,7.0,17.0,18.0,13.0,21.0,23.0,43.0,180.0,4.0,3.0,15.0,21.0,15.0,9.0,0.0,0.0,6.0,1.0,0.0,0.0,9594.037
WAC,MOK,Special/Industrial,Special/Industrial,3.7300000000000004,1,11497.12375239687,114.0,22.0,15.0,5.0,38.0,36.0,41.0,40.0,64.0,98.0,6.0,15.0,7.0,17.0,18.0,23.0,21.0,19.0,43.0,303.0,4.0,2.0,15.0,39.0,15.0,10.0,0.0,0.0,6.0,3.0,0.0,0.0,10954.257
WAC,MOS,Special/Industrial,Residential,12.259999999999998,2,201.3847655316913,114.0,4.0,15.0,3.0,38.0,10.0,41.0,16.0,64.0,12.0,6.0,4.0,7.0,5.0,18.0,8.0,21.0,15.0,43.0,1.0,4.0,0.0,15.0,4.0,15.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,220.38231
WAC,NAC,Special/Industrial,Residential,7.2299999999999995,1,648.9608447298137,114.0,9.0,15.0,3.0,38.0,22.0,41.0,11.0,64.0,11.0,6.0,4.0,7.0,4.0,18.0,15.0,21.0,19.0,43.0,0.0,4.0,0.0,15.0,3.0,15.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,427.80725
WAC,NOP,Special/Industrial,Commercial Hub,0.32,0,52790.404040404035,114.0,11.0,15.0,2.0,38.0,24.0,41.0,28.0,64.0,29.0,6.0,7.0,7.0,5.0,18.0,13.0,21.0,36.0,43.0,18.0,4.0,0.0,15.0,19.0,15.0,27.0,0.0,2.0,6.0,5.0,0.0,0.0,53883.184
WAC,NTK,Special/Industrial,Mixed,6.85,2,1439.8312304758815,114.0,15.0,15.0,8.0,38.0,31.0,41.0,32.0,64.0,24.0,6.0,15.0,7.0,10.0,18.0,18.0,21.0,21.0,43.0,8.0,4.0,0.0,15.0,17.0,15.0,11.0,0.0,6.0,6.0,2.0,0.0,0.0,1489.2227
WAC,OCP,Special/Industrial,Residential,3.3600000000000003,1,1755.6392559548858,114.0,5.0,15.0,1.0,38.0,11.0,41.0,20.0,64.0,3.0,6.0,19.0,7.0,3.0,18.0,6.0,21.0,3.0,43.0,1.0,4.0,0.0,15.0,0.0,15.0,6.0,0.0,4.0,6.0,0.0,0.0,0.0,2197.407
WAC,OLY,Special/Industrial,Residential,7.029999999999999,1,871.0486361077468,114.0,6.0,15.0,2.0,38.0,20.0,41.0,26.0,64.0,25.0,6.0,4.0,7.0,10.0,18.0,4.0,21.0,11.0,43.0,11.0,4.0,0.0,15.0,7.0,15.0,11.0,0.0,1.0,6.0,0.0,0.0,0.0,886.2907
WAC,POA,Special/Industrial,Mixed,4.140000000000001,1,2803.7517600569267,114.0,10.0,15.0,5.0,38.0,17.0,41.0,35.0,64.0,27.0,6.0,15.0,7.0,6.0,18.0,16.0,21.0,31.0,43.0,0.0,4.0,0.0,15.0,9.0,15.0,6.0,0.0,0.0,6.0,5.0,0.0,0.0,2693.4216
WAC,PRE,Special/Industrial,Commercial Hub,3.9600000000000004,1,5773.730163891777,114.0,13.0,15.0,3.0,38.0,15.0,41.0,52.0,64.0,39.0,6.0,16.0,7.0,6.0,18.0,10.0,21.0,41.0,43.0,88.0,4.0,3.0,15.0,39.0,15.0,21.0,0.0,1.0,6.0,2.0,0.0,0.0,5794.1924
WAC,QUB,Special/Industrial,Residential,0.42000000000000004,0,24423.229517952786,114.0,15.0,15.0,2.0,38.0,17.0,41.0,18.0,64.0,20.0,6.0,8.0,7.0,3.0,18.0,8.0,21.0,10.0,43.0,3.0,4.0,1.0,15.0,8.0,15.0,3.0,0.0,3.0,6.0,1.0,0.0,1.0,25334.111
WAC,SHM,Special/Industrial,Residential,10.69,2,315.6975795445648,114.0,3.0,15.0,2.0,38.0,18.0,41.0,22.0,64.0,16.0,6.0,7.0,7.0,5.0,18.0,10.0,21.0,13.0,43.0,2.0,4.0,0.0,15.0,3.0,15.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,263.09348
WAC,SHS,Special/Industrial,Mixed,4.199999999999999,1,3431.8047337278117,114.0,7.0,15.0,4.0,38.0,26.0,41.0,56.0,64.0,31.0,6.0,5.0,7.0,11.0,18.0,17.0,21.0,35.0,43.0,4.0,4.0,0.0,15.0,10.0,15.0,16.0,0.0,2.0,6.0,4.0,0.0,0.0,3256.934
WAC,SHT,Special/Industrial,Mixed,3.5899999999999994,1,2897.7458812137784,114.0,18.0,15.0,9.0,38.0,16.0,41.0,29.0,64.0,20.0,6.0,9.0,7.0,15.0,18.0,12.0,21.0,6.0,43.0,1.0,4.0,0.0,15.0,8.0,15.0,2.0,0.0,2.0,6.0,3.0,0.0,0.0,2631.1528
WAC,SHW,Special/Industrial,Special/Industrial,0.27,0,82010.66402132805,114.0,51.0,15.0,11.0,38.0,21.0,41.0,43.0,64.0,51.0,6.0,13.0,7.0,14.0,18.0,27.0,21.0,25.0,43.0,41.0,4.0,5.0,15.0,8.0,15.0,9.0,0.0,3.0,6.0,3.0,0.0,0.0,79923.42
WAC,SIH,Special/Industrial,Mixed,8.35,2,535.3884869455803,114.0,7.0,15.0,2.0,38.0,21.0,41.0,15.0,64.0,6.0,6.0,9.0,7.0,3.0,18.0,9.0,21.0,10.0,43.0,0.0,4.0,0.0,15.0,9.0,15.0,9.0,0.0,4.0,6.0,2.0,0.0,9.0,360.00223
WAC,SKM,Special/Industrial,Commercial Hub,6.489999999999999,2,1857.2515913518873,114.0,12.0,15.0,5.0,38.0,15.0,41.0,55.0,64.0,26.0,6.0,22.0,7.0,2.0,18.0,23.0,21.0,39.0,43.0,3.0,4.0,0.0,15.0,31.0,15.0,15.0,0.0,0.0,6.0,8.0,0.0,0.0,2021.3938
WAC,SKW,Special/Industrial,Commercial Hub,0.71,0,32013.269040046514,114.0,7.0,15.0,9.0,38.0,22.0,41.0,38.0,64.0,21.0,6.0,10.0,7.0,7.0,18.0,27.0,21.0,27.0,43.0,2.0,4.0,0.0,15.0,28.0,15.0,23.0,0.0,3.0,6.0,6.0,0.0,0.0,28195.143
WAC,SOH,Special/Industrial,Residential,5.080000000000001,1,1123.0198234072018,114.0,4.0,15.0,5.0,38.0,12.0,41.0,22.0,64.0,9.0,6.0,2.0,7.0,6.0,18.0,5.0,21.0,23.0,43.0,0.0,4.0,0.0,15.0,5.0,15.0,3.0,0.0,2.0,6.0,4.0,0.0,0.0,1272.0748
WAC,SSP,Special/Industrial,Commercial Hub,4.11,1,4660.40647822274,114.0,25.0,15.0,3.0,38.0,18.0,41.0,60.0,64.0,39.0,6.0,8.0,7.0,8.0,18.0,26.0,21.0,32.0,43.0,30.0,4.0,2.0,15.0,19.0,15.0,24.0,0.0,1.0,6.0,4.0,0.0,0.0,4229.7144
WAC,STW,Special/Industrial,Mixed,8.62,2,699.264353110507,114.0,6.0,15.0,5.0,38.0,10.0,41.0,29.0,64.0,17.0,6.0,10.0,7.0,6.0,18.0,21.0,21.0,24.0,43.0,0.0,4.0,0.0,15.0,10.0,15.0,10.0,0.0,3.0,6.0,8.0,0.0,0.0,647.9174
WAC,SUN,Special/Industrial,Residential,7.78,2,73.91514157772114,114.0,0.0,15.0,0.0,38.0,4.0,41.0,0.0,64.0,0.0,6.0,5.0,7.0,1.0,18.0,2.0,21.0,0.0,43.0,0.0,4.0,0.0,15.0,0.0,15.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,17.698551
WAC,SUW,Special/Industrial,Residential,8.399999999999999,2,626.4373019465824,114.0,8.0,15.0,4.0,38.0,8.0,41.0,16.0,64.0,20.0,6.0,7.0,7.0,2.0,18.0,11.0,21.0,14.0,43.0,15.0,4.0,1.0,15.0,19.0,15.0,10.0,0.0,1.0,6.0,0.0,0.0,0.0,653.05695
WAC,SWH,Special/Industrial,Mixed,0.62,0,31636.945587562866,114.0,23.0,15.0,7.0,38.0,11.0,41.0,40.0,64.0,20.0,6.0,9.0,7.0,4.0,18.0,19.0,21.0,34.0,43.0,1.0,4.0,0.0,15.0,17.0,15.0,13.0,0.0,3.0,6.0,3.0,0.0,0.0,25185.334
WAC,SYP,Special/Industrial,Commercial Hub,0.35000000000000003,0,58286.41975308641,114.0,21.0,15.0,12.0,38.0,11.0,41.0,32.0,64.0,31.0,6.0,10.0,7.0,5.0,18.0,19.0,21.0,50.0,43.0,18.0,4.0,1.0,15.0,12.0,15.0,26.0,0.0,9.0,6.0,4.0,0.0,0.0,54312.22
WAC,TAK,Special/Industrial,Mixed,0.52,0,29771.035318559556,114.0,16.0,15.0,5.0,38.0,21.0,41.0,35.0,64.0,24.0,6.0,9.0,7.0,7.0,18.0,10.0,21.0,26.0,43.0,2.0,4.0,1.0,15.0,8.0,15.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,28750.758
WAC,TAP,Special/Industrial,Mixed,3.829999999999999,1,2215.663833271179,114.0,2.0,15.0,7.0,38.0,9.0,41.0,41.0,64.0,12.0,6.0,8.0,7.0,4.0,18.0,8.0,21.0,16.0,43.0,3.0,4.0,0.0,15.0,7.0,15.0,7.0,0.0,1.0,6.0,2.0,0.0,0.0,2261.4841
WAC,TAW,Special/Industrial,Mixed,3.4799999999999995,1,3102.628746811225,114.0,4.0,15.0,8.0,38.0,13.0,41.0,29.0,64.0,14.0,6.0,18.0,7.0,5.0,18.0,17.0,21.0,18.0,43.0,0.0,4.0,0.0,15.0,17.0,15.0,3.0,0.0,3.0,6.0,4.0,0.0,0.0,3394.6785
WAC,TIH,Special/Industrial,Mixed,0.16,0,65030.46967895363,114.0,14.0,15.0,5.0,38.0,9.0,41.0,73.0,64.0,23.0,6.0,9.0,7.0,10.0,18.0,16.0,21.0,21.0,43.0,18.0,4.0,0.0,15.0,13.0,15.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,64462.26
WAC,TIK,Special/Industrial,Mixed,3.68,1,2434.299437504566,114.0,10.0,15.0,2.0,38.0,10.0,41.0,16.0,64.0,16.0,6.0,11.0,7.0,7.0,18.0,6.0,21.0,42.0,43.0,0.0,4.0,0.0,15.0,3.0,15.0,3.0,0.0,1.0,6.0,4.0,0.0,0.0,2380.8042
WAC,TIS,Special/Industrial,Mixed,7.909999999999999,2,810.0206454115918,114.0,3.0,15.0,4.0,38.0,11.0,41.0,48.0,64.0,15.0,6.0,11.0,7.0,4.0,18.0,19.0,21.0,33.0,43.0,4.0,4.0,0.0,15.0,1.0,15.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,742.3401
WAC,TKO,Special/Industrial,Mixed,3.8200000000000003,1,2715.3888534977013,114.0,15.0,15.0,3.0,38.0,25.0,41.0,7.0,64.0,35.0,6.0,8.0,7.0,8.0,18.0,7.0,21.0,38.0,43.0,1.0,4.0,0.0,15.0,3.0,15.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,2526.4824
WAC,TKW,Special/Industrial,Commercial Hub,8.36,2,1110.3006976404415,114.0,10.0,15.0,4.0,38.0,17.0,41.0,45.0,64.0,27.0,6.0,17.0,7.0,4.0,18.0,16.0,21.0,39.0,43.0,9.0,4.0,0.0,15.0,16.0,15.0,25.0,0.0,3.0,6.0,7.0,0.0,0.0,1518.8945
WAC,TSH,Special/Industrial,Residential,10.709999999999999,2,160.2781713790647,114.0,3.0,15.0,4.0,38.0,6.0,41.0,7.0,64.0,8.0,6.0,6.0,7.0,1.0,18.0,4.0,21.0,7.0,43.0,0.0,4.0,0.0,15.0,2.0,15.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,109.04531
WAC,TST,Special/Industrial,Special/Industrial,3.2,1,19034.863945578232,114.0,21.0,15.0,26.0,38.0,50.0,41.0,29.0,64.0,75.0,6.0,8.0,7.0,11.0,18.0,15.0,21.0,9.0,43.0,566.0,4.0,1.0,15.0,13.0,15.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,18654.85
WAC,TSW,Special/Industrial,Commercial Hub,4.87,1,3590.8047444778836,114.0,24.0,15.0,9.0,38.0,25.0,41.0,39.0,64.0,45.0,6.0,20.0,7.0,17.0,18.0,22.0,21.0,29.0,43.0,17.0,4.0,0.0,15.0,27.0,15.0,18.0,0.0,1.0,6.0,9.0,0.0,2.0,3336.9558
WAC,TSY,Special/Industrial,Mixed,7.6,1,715.3866955110872,114.0,2.0,15.0,3.0,38.0,17.0,41.0,29.0,64.0,14.0,6.0,11.0,7.0,6.0,18.0,8.0,21.0,15.0,43.0,1.0,4.0,0.0,15.0,5.0,15.0,2.0,0.0,17.0,6.0,0.0,0.0,0.0,442.30084
WAC,TUC,Special/Industrial,Residential,7.86,2,497.73502030583603,114.0,10.0,15.0,4.0,38.0,11.0,41.0,7.0,64.0,10.0,6.0,7.0,7.0,4.0,18.0,11.0,21.0,13.0,43.0,3.0,4.0,0.0,15.0,3.0,15.0,7.0,0.0,3.0,6.0,3.0,0.0,0.0,334.34476
WAC,TUM,Special/Industrial,Mixed,10.35,2,568.6894758291448,114.0,9.0,15.0,7.0,38.0,35.0,41.0,26.0,64.0,36.0,6.0,11.0,7.0,6.0,18.0,14.0,21.0,9.0,43.0,2.0,4.0,0.0,15.0,11.0,15.0,6.0,0.0,3.0,6.0,3.0,0.0,2.0,744.7638
WAC,TWH,Special/Industrial,Commercial Hub,4.78,1,2838.53761329486,114.0,11.0,15.0,16.0,38.0,14.0,41.0,59.0,64.0,25.0,6.0,21.0,7.0,0.0,18.0,19.0,21.0,29.0,43.0,1.0,4.0,0.0,15.0,19.0,15.0,9.0,0.0,0.0,6.0,10.0,0.0,0.0,2700.2078
WAC,TWO,Special/Industrial,Commercial Hub,4.029999999999999,1,3008.153860139363,114.0,13.0,15.0,7.0,38.0,8.0,41.0,40.0,64.0,10.0,6.0,12.0,7.0,10.0,18.0,23.0,21.0,27.0,43.0,0.0,4.0,0.0,15.0,21.0,15.0,8.0,0.0,0.0,6.0,8.0,0.0,0.0,2907.5146
