Route_Desc,Is_Transfer,VC_Ratio
油麻地(TWL) -> 佐敦(TWL),False,16.530981965011907
旺角(TWL) -> 油麻地(TWL),False,15.752355574126987
深水埗(TWL) -> 太子(TWL),False,14.761383989567465
太子(KTL) -> 旺角(KTL),False,14.480622096101191
佐敦(TWL) -> 尖沙咀(TWL),False,14.381452658876984
旺角(KTL) -> 太子(KTL),False,14.031817980200891
旺角(KTL) -> 旺角(TWL),True,13.29319814285714
太子(KTL) -> 石硤尾(KTL),False,13.21605886322917
長沙灣(TWL) -> 深水埗(TWL),False,13.202964839952385
太子(TWL) -> 旺角(TWL),False,12.896746948992066
